,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,reviews
286,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1.87,1,189,1
287,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2.08,2,263,1
288,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,0.79,2,258,1
289,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,0.26,1,103,1
290,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,0.56,1,42,1
291,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,0.93,1,246,1
292,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,1.05,2,364,1
293,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,0.68,1,318,1
294,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,1.25,2,72,1
295,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,0.32,1,249,1
296,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,1.34,3,272,1
297,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,0.1,1,325,1
298,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1.88,1,298,1
299,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,0.55,1,35,1
300,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,0.49,1,203,1
301,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1.27,1,132,1
302,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,0.63,1,5,1
303,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,0.48,4,297,1
304,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,0.43,2,276,1
305,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,0.42,1,102,1
306,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,0.44,1,251,1
307,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,0.5,1,188,1
308,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,0.35,2,346,1
309,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,0.39,1,0,1
310,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,0.36,1,15,1
311,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,0.6,1,71,1
312,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,0.67,2,215,1
313,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,0.27,3,253,1
314,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78,1
315,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2.01,1,257,1
316,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,0.01,1,0,1
317,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2.17,2,8,1
318,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2.81,1,191,1
319,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182,1
320,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,0.36,28,79,1
321,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49,1
322,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,0.1,1,0,1
323,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,0.3,1,156,1
324,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,0.76,6,343,1
325,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1.81,1,200,1
326,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,0.09,28,60,1
327,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,0.07,28,60,1
328,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189,1
329,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,0.02,28,60,1
330,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,0.68,2,0,1
331,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,2,106,1
332,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2.4,1,276,1
333,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248,1
334,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2.27,1,194,1
335,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,0.05,1,135,1
336,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,0.11,1,30,1
337,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0,1
338,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,0.14,28,81,1
339,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,0.05,1,0,1
340,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,3.88,1,142,1
341,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2.22,2,60,1
342,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,0.11,5,179,1
343,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,1.51,2,52,1
344,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,0.0,3,365,0
345,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,2.26,4,324,1
346,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,0.76,2,237,1
347,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,1.21,2,365,1
348,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,0.0,1,365,0
349,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,3.74,1,204,1
350,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1.04,1,272,1
351,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,0.13,1,0,1
352,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,0.07,1,9,1
353,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,0.11,3,365,1
354,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,0.01,3,181,1
355,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189,1
356,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,1.31,2,0,1
357,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,0.15,1,189,1
358,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,1.37,1,296,1
359,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,0.45,1,88,1
360,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,0.99,1,35,1
361,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,0.31,1,0,1
362,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,0.46,1,35,1
363,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,1.76,1,359,1
364,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,0.09,28,60,1
365,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,1.68,2,365,1
366,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,0.13,1,335,1
367,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,0.16,5,282,1
368,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,3.83,2,247,1
369,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,0.87,1,102,1
370,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2.53,3,274,1
371,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,0.56,1,201,1
372,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,0.57,1,98,1
373,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,0.03,1,157,1
374,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,0.02,1,0,1
375,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,0.57,1,312,1
376,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,1.66,2,331,1
377,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275,1
378,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,1.17,1,174,1
379,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,0.28,2,223,1
380,Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,0.6,3,361,1
381,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,0.4,1,0,1
382,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,0.35,1,283,1
383,Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,3.23,1,220,1
384,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,0.32,1,363,1
385,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,2.27,4,315,1
386,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,0.96,1,281,1
387,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,0.75,1,283,1
388,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,0.36,1,20,1
389,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,0.0,1,0,0
390,Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,0.51,1,331,1
391,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,0.31,1,36,1
392,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,0.23,2,7,1
393,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,1.44,2,301,1
394,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,0.73,1,170,1
395,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,0.54,2,307,1
396,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,0.94,2,365,1
397,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,4.1,3,201,1
398,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,0.03,1,0,1
399,Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,0.03,1,316,1
400,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,1.18,5,271,1
401,Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,1.79,1,139,1
402,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,1.21,3,209,1
403,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,0.25,1,0,1
404,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,0.15,1,0,1
405,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,1.07,1,193,1
406,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,0.38,1,52,1
407,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,2.69,2,136,1
408,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,0.91,2,286,1
409,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,0.1,1,0,1
410,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,0.21,1,18,1
411,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,0.21,1,9,1
412,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,0.73,1,3,1
413,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277,1
414,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,1.18,1,0,1
415,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,0.71,1,233,1
416,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2.41,1,221,1
417,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,0.41,1,355,1
418,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,0.21,1,0,1
419,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,0.69,1,277,1
420,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,0.23,1,0,1
421,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,0.17,1,343,1
422,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,0.58,1,0,1
423,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0,1
424,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0,0
425,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,0.08,1,0,1
426,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,0.72,1,188,1
427,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,0.76,2,264,1
428,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,0.19,1,0,1
429,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,0.86,1,331,1
430,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2.18,1,236,1
431,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,0.0,1,0,0
432,Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2.49,1,309,1
433,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,0.2,1,0,1
434,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,4.34,1,245,1
435,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,0.09,4,0,1
436,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,0.0,1,8,0
437,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,0.3,1,359,1
438,Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,1.22,5,333,1
439,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2.14,3,258,1
440,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,0.55,3,236,1
441,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,1.09,1,22,1
442,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,1.8,1,236,1
443,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,0.42,3,365,1
444,Brooklyn,Williamsburg,40.71624,-73.96272,Entire home/apt,255,45,39,0.5,1,89,1
445,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,0.91,1,164,1
446,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,0.28,4,311,1
447,Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,1.28,1,23,1
448,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,0.44,2,365,1
449,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,0.05,1,0,1
450,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,4.0,1,222,1
451,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,0.68,3,238,1
452,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,0.41,3,218,1
453,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,1.79,1,0,1
454,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,0.12,1,0,1
455,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,1.08,1,235,1
456,Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,0.43,3,246,1
457,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,0.03,1,0,1
458,Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2.33,1,247,1
459,Brooklyn,Williamsburg,40.71323,-73.95745,Entire home/apt,450,5,37,0.79,1,15,1
460,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,0.35,1,119,1
461,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2.31,3,0,1
462,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,0.44,2,234,1
463,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2.92,3,257,1
464,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,0.89,3,350,1
465,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,0.56,1,221,1
466,Brooklyn,Carroll Gardens,40.6809,-73.99233,Entire home/apt,500,7,7,0.07,1,0,1
467,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,0.59,2,201,1
468,Queens,Sunnyside,40.74,-73.91901,Private room,33,44,31,0.32,3,161,1
469,Manhattan,Upper West Side,40.80006,-73.96049,Entire home/apt,250,31,188,1.94,1,259,1
470,Brooklyn,Bushwick,40.70283,-73.92131,Private room,60,3,480,6.7,1,0,1
471,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,0.35,1,222,1
472,Brooklyn,Carroll Gardens,40.68252,-73.99619,Entire home/apt,350,5,6,0.06,1,0,1
473,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,0.04,2,76,1
474,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,0.03,1,0,1
475,Brooklyn,Park Slope,40.6788,-73.97643,Private room,60,1,20,0.21,6,258,1
476,Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,185,2,129,1.33,1,14,1
477,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,1.6,1,27,1
478,Brooklyn,South Slope,40.66085,-73.98537,Entire home/apt,105,28,101,1.06,1,167,1
479,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,0.12,2,68,1
480,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,0.12,1,358,1
481,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,0.43,2,59,1
482,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332,Entire home/apt,75,2,87,1.09,1,0,1
483,Bronx,University Heights,40.85811,-73.90675,Private room,37,4,117,1.21,1,232,1
484,Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,85,2,86,0.89,2,15,1
485,Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,106,7,0,0.0,2,0,0
486,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,0.16,1,0,1
487,Brooklyn,Fort Greene,40.68768,-73.97611,Private room,85,2,35,0.55,2,161,1
488,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,0.18,2,88,1
489,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,0.04,2,337,1
490,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,0.47,2,247,1
491,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,4.6,1,248,1
492,Brooklyn,Greenpoint,40.72901,-73.95812,Private room,91,3,241,2.49,1,287,1
493,Manhattan,Gramercy,40.73476,-73.98452,Entire home/apt,400,2,105,1.13,1,304,1
494,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,0.46,1,0,1
495,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,0.33,11,0,1
496,Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,97,3,31,0.32,1,193,1
497,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,0.51,2,43,1
498,Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,179,4,23,0.24,1,25,1
499,Brooklyn,Greenpoint,40.72315,-73.95226,Entire home/apt,500,2,20,0.21,2,127,1
500,Manhattan,Chelsea,40.73939,-73.99612,Entire home/apt,429,10,18,0.9,1,0,1
501,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,90,0.95,1,303,1
502,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,1.04,1,345,1
503,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,0.06,3,115,1
504,Queens,Astoria,40.75744,-73.92163,Entire home/apt,107,30,21,0.22,8,200,1
505,Queens,Astoria,40.75695,-73.9202,Entire home/apt,95,30,24,0.26,8,271,1
506,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,1.17,1,12,1
507,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,0.91,1,268,1
508,Manhattan,West Village,40.73631,-73.99977,Entire home/apt,199,15,66,0.69,2,89,1
509,Bronx,Allerton,40.86466,-73.85709,Entire home/apt,125,2,271,2.84,2,347,1
510,Brooklyn,Williamsburg,40.71312,-73.96199,Private room,70,2,227,2.4,1,37,1
511,Brooklyn,Williamsburg,40.71297,-73.94336,Private room,75,4,80,1.55,1,0,1
512,Manhattan,West Village,40.73712,-74.00166,Private room,100,30,5,0.07,1,359,1
513,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,2,187,1.97,2,287,1
514,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,1,2,0.02,1,0,1
515,Brooklyn,Williamsburg,40.7158,-73.95803,Entire home/apt,350,6,1,0.02,1,233,1
516,Brooklyn,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,3,67,0.7,1,129,1
517,Manhattan,East Village,40.73217,-73.98801,Entire home/apt,165,1,63,0.68,1,0,1
518,Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,99,1,89,1.0,1,353,1
519,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,0.02,1,365,1
520,Brooklyn,East New York,40.67497,-73.87305,Entire home/apt,169,3,177,1.86,1,297,1
521,Brooklyn,Crown Heights,40.66788,-73.94813,Entire home/apt,99,4,90,0.94,1,56,1
522,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,39,0.41,1,44,1
523,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,3,42,0.44,1,355,1
524,Brooklyn,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,3,33,0.35,1,156,1
525,Brooklyn,Park Slope,40.66944,-73.98083,Entire home/apt,130,3,179,2.02,1,273,1
526,Manhattan,East Village,40.72566,-73.97748,Private room,110,3,81,0.85,2,274,1
527,Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,150,28,43,0.45,2,258,1
528,Brooklyn,Williamsburg,40.71943,-73.95958,Private room,65,30,52,0.54,1,276,1
529,Queens,Sunnyside,40.74249,-73.92466,Private room,75,2,160,1.68,1,65,1
530,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,0.27,2,0,1
531,Manhattan,Upper West Side,40.7969,-73.96128,Private room,89,6,35,0.37,1,180,1
532,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,225,2.35,1,343,1
533,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,Private room,43,1,401,6.62,2,43,1
534,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,42,1,72,0.84,2,96,1
535,Brooklyn,Williamsburg,40.70275,-73.94501,Private room,85,1,46,0.97,1,59,1
536,Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,Entire home/apt,139,3,83,1.19,1,255,1
537,Brooklyn,Park Slope,40.67617,-73.98136,Private room,105,1,211,2.21,2,252,1
538,Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,265,5,15,0.16,1,0,1
539,Manhattan,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,1,122,1.29,1,20,1
540,Manhattan,Harlem,40.83127,-73.94718,Private room,68,2,295,3.9,2,188,1
541,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,Entire home/apt,99,3,207,2.18,1,304,1
542,Manhattan,Harlem,40.82922,-73.94174,Private room,75,3,50,0.65,2,38,1
543,Brooklyn,Williamsburg,40.71137,-73.94362,Private room,100,2,273,2.85,1,254,1
544,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,1,0,0.0,1,0,0
545,Manhattan,East Village,40.73089,-73.98195,Entire home/apt,160,30,25,0.26,1,46,1
546,Brooklyn,Park Slope,40.6755,-73.97859,Entire home/apt,190,4,105,1.62,1,328,1
547,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,Private room,67,4,72,0.76,3,0,1
548,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,0.08,1,0,1
549,Brooklyn,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,2,58,0.61,6,199,1
550,Brooklyn,Williamsburg,40.7093,-73.9497,Private room,100,6,8,0.09,1,249,1
551,Manhattan,Chinatown,40.713,-73.99752,Private room,95,3,172,1.84,2,64,1
552,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,330,7.14,1,111,1
553,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,Entire home/apt,145,3,123,1.29,1,287,1
554,Brooklyn,Bushwick,40.68364,-73.91076,Private room,41,2,55,0.59,1,286,1
